job_id,service_category,service_subtype,zip_code,booking_month,job_description,estimate_lo,estimate_hi,original_estimate,final_price,deadline
5c5388933de2,Electrical,Electrician,36201,2026-03,Connect 100A prewired shed to main panel,600,3200,1900,,Within 1-2 weeks
62d736746f20,Pest Control,Rodents (mice / rats),85028,2025-06,"Mouse exclusion and trapping, seal garage entry points",185.14,370.29,277.72,242.16,
6d193b90ef6c,Plumbing,Faucet / fixture installation,32808,2026-04,Replace broken kitchen faucet handle (we supply parts),150,300,225,,Within 1-2 weeks
6a618f6b82f9,Handyman,Handyman,89143,2026-04,Remove two marble tops and clean framed wood underneath,500,1200,850,,Within 1 month
7aff63ddb403,Pest Control,Wasps / hornets / bees,33160,2025-11,"Remove wasp nest under eave, 2nd story",104.04,260.11,182.08,171.07,Within 1 week
40178c2ab799,Handyman,Furniture Assembly,66104,2026-03,Assemble one kitchen island | I have a kitchen isle that need to be assembled it is a country cottage cart,150,350,250,,I'm flexible
90c246a812e6,Handyman,Door repair / installation,33901,2026-04,Carve hinge mortises for two interior doors | I'm replacing two doors in my apartment. I already have the doors I just need the notches carved out for the hinges to fit properly.,80,140,110,,As soon as possible
df7fecd585f7,Handyman,Tv Mounting,76367,2026-04,"Mount 66""–75"" TV with supplied mount and materials | Not sure what the material of the wall is made out of but that should be the only obstacle",220,500,360,,As soon as possible
757a956a85fe,Handyman,Door repair / installation,77568,2026-03,Replace full side(s) of wood storm door frame | Repair storm door cdframe,900,1800,1350,,I'm flexible
03f654824d01,Handyman,Handyman,39772,2026-03,Refrigerator won't start diagnostic and repair | Want come on,120,650,385,,As soon as possible
43662a57a9cd,Electrical,Electrician,45140,2026-04,Diagnose wired Nest doorbell and install supplied security camera | My installed wired Nest camera stopped working. Want to install security camera. Want someone with Nest experience.,150,300,225,,Within 1-2 weeks
3cd1fcdea81a,Handyman,Door repair / installation,44137,2026-05,Hang one standard interior prehung door supplied by homeowner | I have 2 interior doors for my bathroom to be installed asap,120,180,150,,As soon as possible
2f6a1b6f560a,Plumbing,Plumbing,70601,2026-04,Connect supplied gas dryer flex line on ground floor | I need a plumber,120,220,170,,As soon as possible
f45d0df1d4e7,Handyman,Door repair / installation,85635,2026-03,Hang one standard prehung interior door with supplied door,260,520,390,,As soon as possible
423e03289170,Landscaping,Garden bed design / planting,75409,2026-03,Remove grass and prep 50–100 sq ft flower bed (materials supplied) | Making a new flower bed,120,240,180,,As soon as possible
1f76ff378fde,Handyman,Handyman,48183,2026-03,Repair 3–5 metal siding panels on garage rear | Siding tore off during wind storm,600,1200,900,,Within 1-2 weeks
9a0d7cc9fe9c,Cleaning,"Pressure washing (driveways, sidewalks, patios)",28269,2026-04,Small townhouse backyard: weed removal and pressure-wash patio | 1. Pull up weeds near patio 3. Spray wash patio 4. Mow grass and pull up weeds,150,250,200,,As soon as possible
240e1a3ff9a5,Handyman,Furniture Assembly,1970,2026-03,Assemble one queen+ bed frame (you supply parts),140,260,200,,As soon as possible
41ac9f4b6edb,Handyman,Handyman,23237,2026-03,Assemble a rollator walker with seat | I need a walker put together,60,120,90,,As soon as possible
5e6a68690ab4,Painting,Interior painting,33319,2026-04,Bedroom walls painting with homeowner-supplied paint,200,350,275,,As soon as possible
1fb34678cd8a,Cleaning,"Soft washing (siding, roofs, stucco)",62901,2026-04,Soft-wash algae removal on north house side (200–500 sq ft) | I've got some algae on the north side of the house that I need to have removed.,350,700,525,,Within 1-2 weeks
abe60b93d50e,Handyman,Furniture Assembly,90746,2026-03,Assemble one flat-pack TV stand/console | Minor Electrical,90,160,125,,As soon as possible
3d21fff7f9c4,Flooring,Flooring,38128,2026-03,Pull up carpet from floor (carpet removal) | I\nNeed somebody to clean my garage and paint it,150,450,300,,As soon as possible
fd11ed8d7fce,Plumbing,Faucet / fixture installation,46806,2026-03,Dripping shower valve repair/replacement,225,650,437.5,,As soon as possible
2083296bd79c,Handyman,Handyman,87120,2026-03,Replace damaged interior trim pieces (small scope),150,450,300,,As soon as possible
9b275340b1a9,Handyman,Tv Mounting,85712,2026-04,"Mount >75"" TV to drywall studs with supplied mount and materials | 85 inch Samsung",600,1200,900,,As soon as possible
f4f9243ff816,Cleaning,Deep cleaning,77002,2025-09,"Spring deep clean, 4BR/3BA, baseboards and blinds",235.93,424.68,330.31,292.9,Within 1 month
d096e644f859,Handyman,Tile repair,19711,2026-04,Install supplied tile and grout in a small bathroom (<20 sq ft) | Need to lay the Neoprene runner / Rug in small 20 Sq. Ft Bathroom. Should be glued to current flooring. V. Small job & owner has Neoprene materials.,300,600,450,,As soon as possible
9511fd971a09,Handyman,Door repair / installation,21502,2026-04,"Repair heavy pocket door off-track and not rolling (we supply parts) | The door is attached It is either stuck, as it will not stay on the track and roll smoothly, or needs adjusted, not sure",350,700,525,,As soon as possible
d846c370b515,Cleaning,Window washing (exterior),75219,2026-01,"Exterior window wash, 2-story, 20 windows",224.32,448.64,336.48,296.92,Within 1 week
6faeda436ddd,Flooring,Flooring,33009,2026-03,Replace one click-lock LVP plank in kitchen | Just need one plank that is damaged replaced. I already have the material.,75,150,112.5,,Within 1-2 weeks
7f5e1a328350,HVAC,Heating installation / replacement,85040,2026-01,Install 80k BTU gas furnace,2523.35,4542.03,3532.69,3592.16,
3e564617df5f,HVAC,Duct repair / sealing,85016,2026-03,"Seal duct leaks in attic, mastic and foil tape",224.29,560.73,392.51,378.62,Within 1 week
1a50af63137c,Moving,Residential Moving,7002,2025-06,"Local move, 2BR apartment, 15-min drive",310.61,621.21,465.91,465.92,Flexible
4df4eebdeaa8,Pest Control,Seasonal program / recurring treatment,32216,2026-03,"Annual pest prevention, quarterly visits",291.23,582.45,436.84,379.41,Flexible
fd7aacebddf7,Remodeling,Remodeling,75792,2026-05,Convert spice-rack area into small coffee bar; countertop install only | I already have previously given you all the information for my project have yet to receive any type of or bid,450,900,675,,Within 1 month
d4e5f572c02d,Painting,Interior painting,95363,2026-03,Hallway walls painting with materials supplied,200,400,300,,I'm flexible
67d4a2b9f78d,Plumbing,Toilet repair / installation,28387,2026-03,Install supplied toilet (standard installation) | Within the next 30 days,200,425,312.5,,Within 1 month
98dc0608a3ae,Electrical,Light fixture installation,46703,2026-03,Replace four closet tube fixtures with standard ceiling lights,240,680,460,,Within 1 month
86f24e0a8f11,Painting,Interior painting,30008,2026-03,"Living room walls painting, medium size (ZIP 30008)",350,550,450,,Within 1 month
d079b341029f,Handyman,Drywall repair / patching,4862,2026-04,"Patch a small drywall hole with materials supplied | Fixing cat damage. Small amount of drywall, painting touch up, sanding and repairing woodwork",150,300,225,,Within 1 month
07c903ce6338,Electrical,Ceiling fan installation,7050,2026-04,Replace supplied ceiling fan at standard ceiling height,120,220,170,,Within 1 month
b39f044e0dbc,Roofing,Roofing,75070,2025-08,"Patch flat roof leak, apply torch-down membrane",261.72,610.68,436.2,384.33,Within 1 month
8433524328f7,Remodeling,Remodeling,77619,2026-03,Cosmetic refresh of unspecified areas | Need someone to check an area on the outside of my home for insurance purposes!!!,300,2500,1400,,As soon as possible
89d6aac5e0b9,Electrical,Outlet / switch installation,44446,2026-03,Replace standard single‑pole light switch | Install light over counter top and add a switch to turn it on,75,150,112.5,,Within 1-2 weeks
350c94d619f6,Flooring,Flooring,75023,2026-03,Replace single damaged laminate plank,120,260,190,,I'm flexible
f13049b287e2,Handyman,Door repair / installation,77563,2026-04,"Install homeowner-supplied slab exterior door with pet door | We are in a brand new built home that did not come with a pet door leading to the garage. We bought a new one, we just need it installed.",375,650,512.5,,Within 1 month
24d151e660d6,Handyman,Handyman,32277,2026-03,Hang 6–10 pictures and curtain rods | One mirror over fireplace.,180,360,270,,Within 1-2 weeks
f7b6ed3dc920,Cleaning,Deep cleaning,75248,2026-01,"Post-renovation deep clean, 2BR condo",275.44,550.88,413.16,420.04,Within 2 weeks
05cdf255a7a0,Landscaping,Lawn mowing / maintenance,19720,2026-04,Mow and basic lawn care for small yard | cut backyard crass and weeds,35,65,50,,As soon as possible
aa0786629d94,Painting,Interior painting,80916,2026-05,Bedroom walls painting project,250,450,350,,As soon as possible
8c69eefde847,Plumbing,Leak repair,75149,2026-04,Repair leak at exterior main valve in private meter box,450,1200,825,,Within 1-2 weeks
ebcb8c31389b,Cleaning,"Soft washing (siding, roofs, stucco)",33180,2026-05,"Soft wash roof and gutters, single story",254.63,509.25,381.94,390.85,Within 1 month
1bfae7fe9a16,Cleaning,"Standard recurring cleaning (weekly, biweekly, monthly)",33060,2025-12,"Biweekly cleaning, 3BR/2BA, 1500 sq ft",115.24,192.07,153.66,166.28,Flexible
2b7192e1021c,Appliance Repair,Appliance Repair,75080,2026-03,"Ice maker not working, replace water inlet valve",110.8,277,193.9,150.76,Within 1 month
6995cc07f1bb,Plumbing,Drain cleaning / unclogging,60440,2026-04,"Kitchen sink deep clog, only sink affected",180,360,270,,As soon as possible
3c3702aa2639,Roofing,Roofing,60005,2026-04,Repair woodpecker damage on second-floor soffit | One hole 2 inches in diameter affecting 2 cedar boards,350,750,550,,As soon as possible
6786bcc91b97,Handyman,Window repair,91765,2026-03,Replace single window with supplied new unit and installation | Windows,450,1200,825,,As soon as possible
4aa3cdf14c97,HVAC,Heating installation / replacement,75150,2026-02,Install 80k BTU gas furnace,2348.83,4227.9,3288.36,3418.91,
6ac26f2592b5,Cleaning,"Soft washing (siding, roofs, stucco)",28546,2026-03,Pressure wash single-story house and short single-car driveway; gen and mower service; storm debris cleanup | Pressure washing and generator and lawnmower maintenance and clean up storm debris,700,1200,950,,As soon as possible
c71660b15c2f,HVAC,Seasonal tune-up / maintenance,33434,2026-03,Pre-winter furnace inspection and filter change,75.17,140.94,108.06,99.22,Flexible
a597ab82b14c,Plumbing,Plumbing,2124,2026-03,Re-grout tile and install homeowner-supplied vanity | No,600,1200,900,,Within 1-2 weeks
f463fefdbeab,Electrical,Electrician,3051,2026-03,Diagnose and repair intermittent living room/bedroom outlet,120,300,210,,Within 1-2 weeks
df4e0207f66e,Handyman,Handyman,27542,2026-03,"Install one supplied prehung exterior door | Double Front door, inswing. 60 in. X 80 in rough opening exist. The door is on the front of a workshop..... No interior Trim (Moulding) is needed. Door is on site. A Sample of the building with the door installed, is attached. No Rush to get the door installed.... flexable. email... William>",350,650,500,,I'm flexible
06ff66cfcfb7,Moving,Packing and Unpacking Services,75205,2025-06,Pack kitchen and living room for 3BR move,208.8,417.6,313.2,357.28,
7df0c14cb0d4,Landscaping,Garden bed design / planting,30087,2026-03,Clean out 10–30 sq ft bed; plant mixed annuals and perennials | Ì need my flower bed clean out and plant some flowers.,220,360,290,,Within 1-2 weeks
cab6ba48ec35,Handyman,Door repair / installation,11561,2026-04,"Replace left jamb on garage-to-yard door, unpainted jamb | The left door jamb is water damaged and needs to be replaced. The header and right door jamb are fine.",300,700,500,,As soon as possible
b49fbad5b092,Flooring,Flooring,76131,2026-04,"Install supplied vinyl plank flooring, 500–800 sq ft with full removal | There is carpet in the room and we need to install new tile",1800,3600,2700,,As soon as possible
1503dad2817e,Handyman,Furniture Assembly,76354,2026-03,Assembly of 3–5 furniture pieces | We need some one to put together and take the old one out to the end of yard.we both are disabled.,150,420,285,,Within 1-2 weeks
31cff3b077a6,Painting,Interior painting,21207,2026-04,Paint or stain one interior door | I need to have my back door painted and I need my kitchen window fixed.,80,120,100,,Within 1-2 weeks
9ba1e2e9258f,Exterior,Deck / fence cleaning and staining,6770,2026-04,Staining/painting medium deck (200–400 sq ft) | Sand and stain deck. Might need minor repair on one of the post stabilizer,350,750,550,,As soon as possible
c53a4020a320,Handyman,Handyman,32832,2026-04,"Replace rotted cabinet bottoms, wood panels and <10 ft baseboard | I also have engineering wood floor repair that's needed.",450,900,675,,As soon as possible
e0606ae4e69c,Appliance Repair,Appliance Repair,10703,2026-04,Defrost system repair — frost behind freezer panel | My freezer fan. on my LG fridge is not working,220,520,370,,As soon as possible
6f744a3f8ec0,General Contractor,General Contractor,37207,2026-05,Install 10x14 shed on concrete piers; homeowner supplies materials | I need a 10 X 14 shed foundation,1200,2000,1600,,Within 1-2 weeks
ca60f87ce4bb,Painting,Interior painting,72401,2026-04,Hang supplied wallpaper in bathroom | I need wallpaper hung in my bathroom,200,600,400,,Within 1 month
bedc725da6f5,Handyman,Caulking / grouting,27262,2026-04,Caulking under 10 ft of beadboard seams | Carpentry= rehanging upper kitchen cabinet doors,60,120,90,,Within 1-2 weeks
186ae1f984bd,Electrical,Thermostat install,63385,2026-04,Install and wire homeowner-supplied thermostat | I need to connect my thermostat with my HVAC,120,220,170,,As soon as possible
efad9024b127,Pest Control,Roaches,7024,2025-10,"German cockroach treatment, kitchen and baths, 2 visits",154.77,309.53,232.15,265.27,Within 1 week
202f269c110d,Painting,Interior painting,30134,2026-04,Paint or stain trim in 2–3 rooms (you supply materials) | I need a TV hung trim around the edges a island in the kitchen to be mounted that’s it,220,520,370,,Within 1-2 weeks
277879fdcbcd,Handyman,Handyman,70086,2026-03,Plywood subfloor installed over existing flooring | Big house,300,1400,850,,Within 1-2 weeks
2d22af13960a,Landscaping,Sod installation,33434,2025-08,Install 1000 sq ft bermuda sod in backyard,492.28,1181.47,836.88,956,Within 1 month
2113d0c414c3,Roofing,Roofing,30536,2026-03,Replace or reseal seals around two roof vents with contractor guidance | There was a wood burning stove inside which is now gone but the stove pipe leaks when it rains. The other is where the stove vent exits the roof.,220,480,350,,Within 1-2 weeks
02a269a5a89b,Appliance Repair,Appliance Repair,75070,2026-03,"Ice maker not working, replace water inlet valve",110.78,276.95,193.87,156.96,Within 1 week
dca7ee6e1350,Plumbing,Plumbing,49079,2026-03,Crawlspace plumbing inspection with small repairs | Need piping inspected to find out why the new piping keeps popping off.,300,650,475,,As soon as possible
30185966d0c2,Plumbing,Plumbing,30817,2026-03,"Inspection plus repair quote for floor-area plumbing issues | Plumbing, Floor",300,1200,750,,Within 1 month
feca23e341ec,Cleaning,Window washing (exterior),7070,2025-06,"Exterior window wash, 2-story, 20 windows",207.9,415.81,311.86,344.24,Within 1 week
ad35e7efe14a,Landscaping,Leaf cleanup / yard debris removal,13078,2026-03,Break down 10–25 boxes and haul to recycling center from driveway | Many many boxes in garage need to be broke down and hauled away.,95,140,117.5,,As soon as possible
a2f4daa4e96b,Handyman,Deck repair,1778,2026-04,Replace 2–5 pressure-treated deck boards (boards only),600,1200,900,,Within 1 month
2887c54571d7,Plumbing,Plumbing,78413,2026-03,Unclog toilet; diagnose dishwasher; repair drain leak and drywall patch | I need someone to unclog the toilet . Check my dishwasher stopped working controls blink . Might be loose wires and fix some dry wall spots kitchen pipe is leaking as well,420,720,570,,As soon as possible
57945cc3fe4c,Handyman,Shelving / closet organizers,32168,2026-03,Built-in cabinet shelving installation,800,3500,2150,,As soon as possible
7b3b4e5fed79,Handyman,Handyman,89032,2026-03,Other small repair (unspecified),75,400,237.5,,I'm flexible
a7388b612c71,Cleaning,Deep cleaning,76051,2025-08,"Post-renovation deep clean, 2BR condo",219.34,438.68,329.01,272.57,
79a90d80a490,Cleaning,"Standard recurring cleaning (weekly, biweekly, monthly)",28412,2026-03,Biweekly standard residential cleaning (ZIP 28412) | 2 bed rm bath 1/2 floors dusting,90,180,135,,As soon as possible
c3163b2412df,Pest Control,Wasps / hornets / bees,30306,2025-06,"Remove wasp nest under eave, 2nd story",104.65,261.62,183.13,197.11,Within 2 weeks
f60dfcd2ab5b,Flooring,Flooring,31082,2026-03,Engineered hardwood install in one small room,700,1400,1050,,As soon as possible
23233b443043,Roofing,Roofing,32712,2025-11,"Repair 3 missing shingles, reseal vent flashing",142.43,332.33,237.38,248.22,Within 2 weeks
ec7dbd462739,Landscaping,Leaf cleanup / yard debris removal,32819,2025-09,"Fall leaf cleanup, 1/3 acre, bag and haul",128.54,257.09,192.81,210.95,Within 1 week
6dadffb2c738,Electrical,Outlet / switch installation,13760,2026-04,Replace a standard electrical outlet (you supply outlet) | I have some closets doors and one shed doors to be fixed.,60,140,100,,As soon as possible
9302d7bf731a,Cleaning,Window washing (exterior),32578,2025-07,"Exterior window wash, 2-story, 20 windows",212.74,425.49,319.12,313.11,
2f216e1c81eb,Handyman,Door repair / installation,21237,2026-03,Door hinge adjustment (you will supply parts) | I need to remove existing doors abd replace them. Three doors in total to be replaced,45,90,67.5,,As soon as possible
23ff4e4a5fd5,Moving,Junk Removal,75201,2025-12,"Full garage cleanout, estimated 2 truckloads",393.37,786.74,590.06,641.46,
05d6627dfb3d,Electrical,Ceiling fan installation,78663,2026-04,"Install supplied ceiling fan, assemble two dog beds, change bulbs | Minor putting together cheap things I got from temu. Put up ceiling fan 10.00 from temu things like that. Changing kitchen light bulbs small things. All my stuff is very cheap from temu so I WON'T PAY MORE THAN what it cost.",90,150,120,,As soon as possible
860930f33063,Electrical,Electrician,32304,2026-04,Replace/repair breaker supplying stove including parts and labor | The breaker box fuse Stove & hot water heater /electric,200,650,425,,Within 1-2 weeks
d3bc7beb9545,Roofing,Roofing,20618,2026-04,Replace 6–8 vinyl carport overhead panels | Carport overhead panels replaced.,900,1600,1250,,Within 1-2 weeks
97c9a732f11a,Appliance Repair,Appliance Repair,10001,2026-04,Diagnose washing machine not draining,110.39,229.97,170.18,153.92,Within 1 month
327ae4d79f59,Plumbing,Faucet / fixture installation,80205,2026-04,"Replace two standard single-handle faucets | Just need to replace with newer models. I have a old Victorian house and would like to update the faucets replace them then after that, the toilet needs the inners replaced and tightened up at the base.",300,500,400,,I'm flexible
dfccb4e91049,Cleaning,"Standard recurring cleaning (weekly, biweekly, monthly)",33434,2026-01,"Biweekly cleaning, 3BR/2BA, 1500 sq ft",133.89,223.15,178.52,168.53,Within 2 weeks
5b2e9cafaa50,Handyman,Furniture Assembly,89108,2026-03,"Assembly of 3–5 household furniture items, no wall anchoring | I am not able to assemble Clothing rack. Due to in",180,300,240,,Within 1 month
fb1263670c1d,Electrical,Electrician,92211,2026-05,Repair 2–3 outdoor electrical issues (parts and labor included) | electric outside new fixtures inside,350,900,625,,As soon as possible
14384689e9aa,HVAC,Heating installation / replacement,33027,2026-01,Install 80k BTU gas furnace,2332.98,4199.37,3266.18,3525.3,Within 1 month
23293a9a3a7c,Handyman,Handyman,46122,2026-03,Diagnostic and troubleshooting of PC no-signal to monitor | My desktop not working Monitor is not seeing the CPU,65,160,112.5,100,As soon as possible
88d1b3a43543,Pest Control,Bed bugs,33324,2026-01,"Bed bug heat treatment, 2BR apartment",508.28,1219.86,864.07,746.27,Within 1 week
c0d785093a27,Flooring,Flooring,70767,2026-04,Repair 4–6 soft spots under hardwood/engineered flooring,650,1400,1025,,As soon as possible
3b65412af818,Plumbing,Plumbing,46176,2026-03,Uninstall and reinstall undermount granite sink | I need my undermount kitchen sink uninstalled for my granite because on the side it's coming loose and it's falling down a little bit so it needs to be uninstalled and reinstalled to the granite and you'll need adhesive that would attach to the granite that attached to the stainless steel and I need it done as soon as possible and I prefer a free estimate,250,600,425,,As soon as possible
e83faad6630f,Landscaping,Leaf cleanup / yard debris removal,22401,2026-05,"Remove weeds, thorny brush, tiny trees front and one side | Cleaned up area will need mulching.",350,650,500,,Within 1-2 weeks
993bd943d316,Handyman,Handyman,32340,2026-03,"Hang bifold doors, install mini blind, mount bathroom tissue holder",180,420,300,,As soon as possible
2b8cee8a6071,Handyman,Furniture Assembly,18360,2026-04,"Assemble one large furniture item, ground-floor easy access | Tall corner bar cabinet",120,180,150,,As soon as possible
f3b8f36ceb1a,Handyman,Door repair / installation,15208,2026-04,Inspect and repair front door strike and repair jamb with supplied parts,220,650,435,,As soon as possible
1415989a4bec,Landscaping,Leaf cleanup / yard debris removal,75230,2026-05,"Fall leaf cleanup, 1/3 acre, bag and haul",150.8,301.6,226.2,245.25,
73690a453acb,Handyman,Picture / mirror hanging,29582,2026-03,Hang 6-foot porch/sofa swing on patio | It came with hardware for swing but not for ceiling,200,650,425,,I'm flexible
0e07a8220f5c,Cleaning,Deep cleaning,33629,2025-08,"Deep clean 3BR/2BA, 1800 sq ft, appliances included",184.86,369.73,277.3,271.54,Within 1 month
49f0d18147fe,Flooring,Flooring,501,2026-04,Mosaic ceramic tile installation for one small room,1000,2000,1500,,I'm flexible
ce8e47d6923e,Handyman,Door repair / installation,75501,2026-03,Repair broken door jamb and trim | We also have a 2nd storm door and brick molding and trim that needs replaced.,180,540,360,,Within 1-2 weeks
e8ff748e5a93,Plumbing,Toilet repair / installation,26452,2026-03,Toilet running repair (standard toilet) | I need a valve put on commode and the flushing parts replaced,120,300,210,,Within 1-2 weeks
f1f4b0e94999,Handyman,Handyman,33566,2026-03,"Install two grab bars: tiled shower and drywall beside toilet | My husband has brain cancer, sir, and he needs something to hold on him in the shower and to get off the toilet. I really need it put in soon. He’s getting worse.",140,240,190,,As soon as possible
13b7994fae93,Handyman,Handyman,6451,2026-04,Stabilize one wall-mounted bathroom shelf on drywall | Plumber had to make hole in the wall to get at problem wood that held up second shelf was removed need to stabilize one shelf,120,240,180,,Within 1-2 weeks
bcbfc6e16423,Landscaping,Leaf cleanup / yard debris removal,31302,2026-04,Full yard clean-up on a small residential lot | I was in a wreck Monday and I can't do it,300,450,375,,As soon as possible
14a7c340ed1f,Roofing,Roofing,45750,2026-04,Partial ridge cap replacement and seal exposed nails (4–8 ft),450,650,550,,As soon as possible
3c2a03e5d72d,Landscaping,Tree trimming / removal,76063,2026-03,"Remove dead 40-ft pine, stump grind, haul",787.9,1772.78,1280.34,1054.25,Within 2 weeks
f14c5bb83d35,Painting,Interior painting,6443,2026-04,"Paint three standard rooms' walls with paint and primer supplied | Walls, trim, closet doors, rooms small, but one is large with cathedral ceilings",900,1600,1250,,Within 1 month
e998d857e563,HVAC,Duct repair / sealing,87110,2026-04,Reattach one ceiling air vent cover (you supply cover),75,120,97.5,,As soon as possible
fa4adbac2f1b,HVAC,Mini-split installation,77024,2025-09,Install single-zone ductless mini-split 12k BTU,1772.6,3545.21,2658.9,2414.9,Within 1 week
f79fdc6a6127,HVAC,AC repair,33027,2025-06,"Fix frozen evaporator coil, check airflow and filter",125.4,292.59,209,207.99,Within 2 weeks
85f54c36cf25,Moving,Residential Moving,77027,2025-09,"Load and unload 16-ft rental truck, local",233.52,467.05,350.29,371.99,
58f93c9b846d,Handyman,Handyman,17032,2026-04,Hang two patio blinds (ready-to-install) | Install wood across top then blinds screw into wood. Already have wood and blinds,90,180,135,,As soon as possible
c96094ff9f6c,General Contractor,General Contractor,2649,2026-04,Repair/underpin brick steps and supply+install railing | I need somebody to work on my brick steps. They need new foundation or some in between them and also I need a railing.,1500,4200,2850,,As soon as possible
0029f4801cc2,Plumbing,Garbage disposal install / repair,48237,2026-04,Replace garbage disposal (homeowner supplies unit),150,300,225,,As soon as possible
b0644ea72871,Roofing,Gutter cleaning,34731,2026-03,Paint five exterior gutters | Install vinyl windows,200,520,360,,As soon as possible
1390be8dcd7a,Handyman,Drywall repair / patching,21217,2026-04,"Install one 4x8 ceiling drywall sheet, tape, mud, sand",200,450,325,,As soon as possible
51984e3434d2,Moving,Junk Removal,32812,2026-05,Removal and disposal of ~40 canned goods (you supply bags/boxes) | Remove old canned goods and few other expired items,60,100,80,,As soon as possible
9d9c69944190,Handyman,Door repair / installation,95648,2026-04,Replace rollers and adjust bottom of patio sliding door | Door is hard to open and close,160,320,240,,I'm flexible
2a3f526984bd,Exterior,Deck / fence cleaning and staining,68022,2026-04,Staining or painting 1–3 deck stairs | Address is 3802 N. 207th St. Elkhorn Ne. 68022,150,250,200,,As soon as possible
a8e0c3c8e84f,Handyman,Handyman,47905,2026-03,Install supplied prehung exterior door,275,650,462.5,,I'm flexible
c375aa63eff9,HVAC,Seasonal tune-up / maintenance,85032,2026-01,"Annual AC tune-up, inspect coils and refrigerant",71.82,134.66,103.24,105.98,Flexible
ea6e74b671e3,Electrical,Outlet / switch installation,61101,2026-03,Re-ground 3-prong receptacle on interior living/bedroom wall | Need living room and kitchen painted,150,350,250,,Within 1 month
65439b2347e3,Painting,House Painter,60411,2026-05,Exterior railing (~6–12 ft) and door painting/staining | Need spokes railing strip and paint plus two side doors,220,420,320,,Within 1-2 weeks
1936a8ab8211,Landscaping,Lawn mowing / maintenance,32207,2026-02,"Weekly mow and edge, 1/4 acre front and back",42.95,85.9,64.43,60.74,Within 1 week
3176eb05f92b,Plumbing,Faucet / fixture installation,60543,2026-04,Repair or replace an outdoor faucet (hose bib),100,250,175,,As soon as possible
750feb5dd619,Handyman,Handyman,15084,2026-03,Scrape and repaint porch plus reattach 5–6 shutters | Porch scraped and painted,950,2000,1475,,As soon as possible
d6cc41651e14,Handyman,Door repair / installation,33578,2026-04,Repair/paint or stain bottoms of 2 doors | Touch up cordaroun,150,300,225,,Within 1-2 weeks
b1c3b0c97561,Moving,Packing and Unpacking Services,32216,2025-07,Pack kitchen and living room for 3BR move,212.1,424.2,318.15,351.27,Within 1 month
a338b57f6fb2,Pest Control,Termites,33324,2025-11,"Termite inspection and spot treatment, crawlspace",215.03,537.57,376.3,360.69,Within 2 weeks
f346692204a7,Handyman,Tv Mounting,22432,2026-03,"Mount 50–65"" TV on interior wall | Remove old and install new",180,350,265,,As soon as possible
e25f201f9014,Handyman,Handyman,26330,2026-03,Repair small supply line leak and drywall patch | Small leak behind hot water tank in double wide.,250,500,375,,As soon as possible
8befd0ec2fd2,Pest Control,Termites,7006,2025-10,"Full perimeter liquid termite treatment, 1800 sq ft slab",869.27,1629.87,1249.57,1044.94,Flexible
1a5845aa07ab,Cleaning,Deep cleaning,60516,2026-03,"Clean medium crystal chandelier (20–36"" diameter) | The chandelier has about 6 rows of crystals. There are 2 to 3 crystals on each hook. There are about 30 to 50 hooks per row.",150,300,225,,I'm flexible
ba486058e227,Handyman,Tv Mounting,77459,2026-03,Mount 2 TVs and assorted household maintenance | Mounting TVS HIGH CEILING BULB CHANGES INSULATING DOOR HANGING CURTAIN RODS MISC. repairs Cabinet Facings…,650,1400,1025,,Within 1-2 weeks
2fdf08aa4466,Handyman,Tv Mounting,33607,2026-04,"Mount 50–69"" TV on drywall; remove and replace shelving (we supply items) | Tv mount dry wall and shelving removed and replaced",400,900,650,,Within 1-2 weeks
1a4dcfaf42d5,General Contractor,General Contractor,36345,2026-03,Level double-wide mobile home using jacks and block piers | level mobile home,900,2000,1450,,Within 1-2 weeks
1d559eb6a0ac,Plumbing,Plumbing,21128,2026-04,"Repair supplied-parts showerhead, handle, and leaking toilet | Shower head leaks even when handle is closed. Handle feels it is free. Toilet keeps running after flushing and might need part repair or replacement inside.",180,420,300,,I'm flexible
8b87536f8a2b,Painting,House Painter,47273,2026-03,Paint 6 vinyl exterior shutters (you supply paint) | Not sure what type of sprayer I need so if you could help on that I would appreciate it,140,260,200,,As soon as possible
987e246b9830,Moving,Packing and Unpacking Services,33180,2025-07,Pack kitchen and living room for 3BR move,202.52,405.05,303.79,329.79,Within 2 weeks
1fe9d12c50bc,Plumbing,Plumbing,28501,2026-03,"Repair running/flush toilet; HVAC system inspection; paint foundation area | Quiet a few things, I talk toilet, put up and check HVAC, paint foundation",300,950,625,,I'm flexible
937554b0f5ce,Handyman,Handyman,36109,2026-03,Hang supplied storm door at entry,120,300,210,,As soon as possible
b6ba901368ea,Pest Control,Seasonal program / recurring treatment,75034,2025-10,"Annual pest prevention, quarterly visits",282.2,564.39,423.29,386.84,Within 1 week
c4bff5752195,Pest Control,Termites,32258,2026-04,"Termite inspection and spot treatment, crawlspace",206.42,516.06,361.24,312.58,Within 1 week
da0844658335,Handyman,Drywall repair / patching,32750,2026-04,"Replace 3x4 ceiling drywall, tape, mud, knockdown ure, paint supplied | install drywall, tape, mud, apply knock down ure then paint bedroom ceiling.",220,420,320,,I'm flexible
